ID;NPN;construction;preposition;noun;context_pre;costr;context_post;number_of_noun;meaning;syntactic_function
;faccia a faccia;juxtaposition/contact;a;faccia;Anche i nostri antenati hanno sempre apprezzato gli incontri;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Ad esempio nella fase di avvio di un intervento formativo in cui si definiscono gli obiettivi didattici, le condizioni sociali e tecnologiche in cui si svilupperà l'intervento e i ruoli delle persone coinvolte (docente, discenti, tutor, personale tecnico di supporto ecc) potrà essere necessario un ambiente interpersonale e sociale ricco dal punto di vista della comunicazione, realizzato con incontri;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Una volta trovatasi;faccia a faccia;con Vina, Persis vide subito che tutto era perduto.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;In una occasione si erano ritrovati quasi;faccia a faccia;, a un incrocio.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Trovandosi;faccia a faccia;con il bottino appena conquistato, Rocco sgranò gli occhi per poi chiamare a gran voce il capitano.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Jessica si rigirò, trovandosi;faccia a faccia;con lui nel piccolo ingresso.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;"Anche perché Francesca Calvo e Mario Ivaldi almeno un punto in comune ce l'hanno: il carattere""forte"", come hanno dimostrato nei numerosi";faccia a faccia;in cui tutti e due volevano avere l'ultima parola.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Intanto Supercoppa, tre giornate a Bentancur, una a Leiva e Luis Alberto Tre giornate di squalifica e diecimila euro di multa sono stati inflitti dal giudice sportivo di serie A al giocatore della Juventus Rodrigo Bentancur, una per essere stato espulso per doppia ammonizione nel corso della finale di Supercoppa italiana con la Lazio e altre due, più l'ammenda, «per avere inoltre, avvicinatosi;faccia a faccia;con fare minaccioso al quarto ufficiale, proferito neiconfrontidelle stesso un'espressione volgare ed insultante».;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Qui comparve un articolo che raccontava un colloquio di Montanelli, trovatosi;faccia a faccia;con Hitler, in Polonia: era già uno dei suoi pezzi imprevedibili di «genere», un «incontro».;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;La Cena dei Disinformatici Ieri sera, in località mantenuta rigorosamente segreta, si è svolta la Cena dei Disinformatici: una bella occasione per incontrarsi e parlarsi;faccia a faccia;dopo tante chiacchiere e idee condivise attraverso questo blog.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;"Accanto a questo critico parlarsi """;faccia a faccia;" tra redattore e lettore, la diversificazione di quella che si può chiamare la seconda ondata delle riviste anni '90"", è passata però anche attraverso gli spazi concessi a certi interventi (o interviste), questa volta ad alto tasso di tecnica e prestigio - che si son presto potuti trovare sulle pagine di ""Versodove"" e di ""Addictions"" - firmati da Roberto Roversi, Gianni D'Elia, Leo De Berardinis, Giulio Mozzi, Fulvio Panzeri.";sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Tranne una cosa: incontrarsi;faccia a faccia;con altri esseri umani.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Oggi è sicuramente più facile scambiare informazioni attraverso la rete, con webcam e microfono, tuttavia la maggior parte delle persone mostra una certa riluttanza ad essere filmata, e preferisce incontrarsi;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;La vigilia dell'esame di quinta Elisa era un po 'agitata all'idea di incontrarsi;faccia a faccia;con la maestra.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Ma è arrivato il momento di incontrarsi;faccia a faccia;per discutere seriamente di alcuni problemi.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Ma tutte le donne, presto o tardi, cominciano a sentire quella spinta, impalpabile ma forte come l'acciaio, verso il matrimonio, e Mary, che non era affatto sensibile all'atmosfera o alle insinuazioni della gente, fu indotta a trovarsi;faccia a faccia;con questa realtà, improvvisamente e nel modo più sgradevole.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;«Nessuno sa cosa significa trovarsi;faccia a faccia;con i genitori.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Perciò vedere il sangue significa trovarsi;faccia a faccia;con un simbolo della nostra interiorità più sconosciuta.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Girarono su se stessi, fino a trovarsi;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Alessandro si fece avanti finoa trovarsi;faccia a faccia;con lei, abbastanza vicino da percepirne il delicato profumo di cassia e di nardo, da farsi avvolgere dal fascino che aveva ormai imparato a riconoscere nelle donne orientali.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Trentacinquesima reminiscenza Le belle spanciate domenicali allo spaccio di Ventura, strappare lo stomaco alla sozza miseria del rancio che il capofuriere, fra strizzatine d'occhio ricattatorie al capitano ciccione bestializzato, si sforzava di rendere più immangiabile che mai, prodigo solamente di grassi rancidi che il riso o la pasta di seconda e i fagioli guasti non assorbivano, saziare quindi la fame accumulata con la cacciagione che lungo la strada i camionisti della colonna abbattevano e che l'aiutante di Ventura, un capoverdiano ancora giovane che girava commerciando stoffe e miele, la cera che veniva dalla foresta non si sa per quali empie mani ed era scambiata con fiammiferi e pesce secco e mandioca preziosi per quanti si sarebbero nascosti, con le loro armi arrugginite, nel folto della vegetazione, cucinava gustosamente sulle braci, distillando il grasso naturale e il buon profumo di erba e di terra della capra selvatica, un tocco di jindungu più o meno accentuato, contorno di polenta di mandioca o di riso, vino che scorreva senza sforzo giù per le gole golose, il tutto fra le spiate astiose delle mogli dei sergenti che correvano a raccontare ai mariti ache orge peccaminose partecipavano il medico e la moglie, nella promiscuità dei furieri e dei caporali invitati al festino e dei camionisti che spudoratamente fornicavano sotto le camionette le migliori puttane che si portavano in gita da Luso, rifugiandosi nell'oscurità di quel letto provvisorio di erba ammassata, un fruscio che si presagiva quando qualcuno incautamente passava, piacere comprato con un posto in cabina, rischio di imboscate e sacrificio dei reni massacrati dalle strade sterrate remunerati dai quattrini raggranellati scopando lungo il tragitto, di caserma in caserma, su tavolacci di soldati che di buon grado si svagavano con loro dalla monotonia disinteressata delle rare donne della sanzala che acconsentivano ad aprirgli le gambe solo per la forza della minaccia o di una stoffa più sgargiante, e nello spaccio di Ventura, intornoalle tavole che circoletti di un vino rosso già antico tingevano di un viola inconfondibile, ascoltare inverosimili storie di pionieri, di vite un tempo ridenti, quando il commercio era di diamanti - qui, signora, proprio in questo terreno qua sotto, c'è molta pietra nascosta, molta pietra buona di molto valore, solo a volerlo diventavi ricco, basta scavare un poco e fatto, ma paura del soldato e di amministrazione, qualche gente qui va subito raccontare, era Frederico che batteva ripetutamente il piede polveroso sulla terra morbida solcata dalle scie di camionette e unimog -, o di negri presi con la forza e deportati nelle miniere e nelle piantagioni del nord, e non questo misero lavoro di autista assunto per rifornire la truppa [ trovarsi;faccia a faccia;con quei figli di puttana dei turras, mi scusi, signora, che vanno in giro nella boscaglia come animali, ci saltano addosso per ammazzarci, dalle parti di Teixeira de Sousa non ci vuole più andare nessuno, una volta sì che erano bei tempi, c'era da tribolare con le alluvioni e con le bestie ma gli affari erano sicuri e ricompensavano, un sacco di bei soldini delle ditte più grosse di Luso sono stati fatti così, trasportando negri a pacchi e passando qualche pietra, ora questo lavoro della colonna non ti dà nemmeno di che scialare durante i mesi di riposo, basta appena per mandare a scuola i figli, e adesso siamo dovuti venire col cacciamine davanti, una volta si ].;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;"Dopo un po 'e dopo essersi ricomposta, andò in camera da letto a prendersi un po 'd'acqua; non voleva trovarsi";faccia a faccia;con l'indigeno Moses.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Attenzione agli orti: si può aprire un melone pregustandone la zuccherina bontà e trovarsi;faccia a faccia;con una buccia vuota da cui proviene un ronzio indispettito e pericolosissimo.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Il telefono è utile per cominciare un dialogo, ma per parlare davvero non c'è niente di meglio che trovarsi;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Doveva correre ai ripari prima di trovarsi;faccia a faccia;con Kealty nell'ormai prossimo confronto.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Inoltre questa nuova viabilità da via Nazionale risulta in ogni momento ad altissimo rischio perché gli automobilisti e motociclisti che svoltavano da via Nazionale su via dei Serpenti verso via Cavour rischiano ogni volta di trovarsi;faccia a faccia;con le auto che oggi arrivano in senso inverso.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Poi Tengo aveva smesso quasi completamente di avvicinarsi a casa sua, e se ci tornava per qualche ragione, evitava il più possibile di trovarsi;faccia a faccia;col padre.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Questa paura, detta claustrofobia, nasconde il timore di trovarsi;faccia a faccia;con se stessi e con i propri fantasmi interiori.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Ma sarebbe ingrato non ricordare che proprio il Mulino Bianco (così candido graziealle lastre di polistirolo che rivestivano i muri per esigenze scenografiche) è diventato nel corso degli anni una vera attrazione turistica, che ha convogliato verso Chiusdino carovane di turisti desiderosi di trovarsi;faccia a faccia;con un protagonista della pubblicità.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Nel Parco poi si dorme e si mangia (dai restaurant ai fast - food), si campeggia e si parcheggia: ci sono 600 chilometri di sentieri per canoe col rischio di perdersi e di scomparire e con il pericolo di trovarsi;faccia a faccia;con coccodrilli che amano le aree salmastre esterne, ai confini del Golfo, e di squali che risalgono i canali anche decine di chilometri all'interno, in acque quasi dolci.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Un giorno, desideroso di trovarsi;faccia a faccia;con le icone della mitologia hollywoodiana, lo stesso autore ha telefonato all'agente di Tom Cruise.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;"Inquietante è poi la visione metafisica dell'io poeta""Esploratore"", che tra i rottami di un aereo caduto riconosce la maschera del proprio volto inespressivo per poi""trovarsi";faccia a faccia;"all'improvviso un corpo che non sapevo neppure di avere"".";sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Ma ritrovarsi;faccia a faccia;con Ushikawa nel corridoio sarebbe stato piuttosto imbarazzante.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;In attesa di ritrovarsi;faccia a faccia;"con Cossiga (magari a Strasburgo, dove in questo momento si trovano Picconatore e segretario ds), Veltroni incontra Boselli e apre a sorpresa sulla legge elettorale: disposti a discutere del turno unico, vistoche sul doppio turno""c'è una fortissima resistenza che rischia di portare alla paralisi"".";sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Raramente alla preda è dato trovarsi;faccia a faccia;con chi prepara le esche, se non boccheggiando.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;» Cominciarono a sfilare via tutti quanti, la prima a uscire fu Gina, giusto per trovarsi;faccia a faccia;con Deborah, e sussurrarle: «Grazie».;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;24 02 2002 Un confronto alla ribalta fra tre erodiadi di Testori Fra il 1967 e il 1992 Testori scrive tre diverse versioni del personaggio di Erodiade, la prima, mai rappresentata, per Valentina Cortese, la seconda per Adriana Innocenti, la terza, in versi,;faccia a faccia;con la morte.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Di Matteo e La Barbera sono stati ascoltati per 12 ore: poi Di Maggio e La Barbera sono stati messi;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;"Lewis""ci raffiguriamo gli innamorati";faccia a faccia;", ma gli amici fianco a fianco"".";sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Nello stesso Tempo e quasi nello stesso luogo lui e il suo sé di pochi fisio - giorni addietro si erano incontrati;faccia a faccia;, o poco ci era mancato.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Ma qualche giorno fa, agli Incontri di Cortina, Fassino e Fini si sono incontrati;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Lo giuro, prima di perdere i sensi, per un momento, siamo stati;faccia a faccia;sott'acqua.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Quando vi siete trovati;faccia a faccia;c'è stato qualche aspetto di lui, anche estetico, che l'ha colpita?;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Mi ritengo fortunato a essere uno dei pochi viventi che si siano mai trovati;faccia a faccia;"con quello strano sapiente; forse altre due persone soltanto possono vantarsene: il vecchio pittore Sedlacek e una gobba verduraia boema dalla quale il dottor Sacrobosco Haselmeyer ogni giorno all'alba comperava un sacchetto di semi di girasole - stando a quel che mi disse la donna, pare che lui non vivesse d'altro - come un pappagallo.";sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;All'interno di questa cooperativa agricola (con persone dai quattro a settantatré anni) nota in tutta Europa sindagli anni Settanta, si sono ritrovati;faccia a faccia;chi ha scelto uno stile di vita alternativo.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Ieri i due si sono ritrovati;faccia a faccia;all'assemblea degli avvocati ma Lepore ha preferito tagliare corto: «Di questa vicenda si discuterà nelle sedi appropriate».;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Quasi per caso, si sono ritrovati;faccia a faccia;la nipote di Mao Zedong e il nipote di Chiang Kai - shek, la rampolla del fondatore della Cina comunista e il rampollo del Generalissimo.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;E loro, quegli uomini di scienza che si sono trovati;faccia a faccia;"con il virus, sono diventati""prime donne""corteggiate dai media, seguiti da decine di migliaia di follower sui social e onnipresenti su radio, televisioni e quotidiani fino via via a polarizzarsi in uno scontro che troppo sbrigativamente è stato descritto tra""catastrofisti"", che spingono per misure liberticide, e""negazionisti""che invece chiedono una narrazione diversa della pandemia e misure più adeguate a quanto sta realmente accadendo.";sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;I militari si sono trovati;faccia a faccia;con quattro ragazzini che, come prima reazione, hanno lasciato cadere le pietre che avevano ancora in mano.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;In ogni caso, la Commissione non è stata messa in piedi per consentire all'attuale generazione di sudafricani di adattarsi tranquillamente alla feroce realtà del passato, e molti di noi hanno pianto quando si sono trovati;faccia a faccia;con le orribili verità di quel passato.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;A un certo punto si sono trovati;faccia a faccia;con i gendarmi francesi, i quali li hanno fermati, identificati e riaccompagnat i in Italia.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Ieri a Noordvijk il presidente del Consiglio Romano Prodi, il vice presidente del Consiglio Walter Veltroni e il nuovo inquilino di Downing Street, il leader laburista Tony Blair, si sono trovati;faccia a faccia;, presenti anche il ministro degli Esteri Lamberto Dini e lo stesso Cook.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Il ritiro da Hebron può essere vicinoDAL NOSTRO INVIATO GERUSALEMME - Benjamin Netaniahu e Yasser Arafat si sono trovati;faccia a faccia;nel mezzo della notte per cercare di concludere l'accordo per il ritiro israeliano dalla città di Hebron.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;I diplomatici hanno lavorato sull'agenda dell'assemblea per evitare imbarazzanti;faccia a faccia;tra sul leader libico e i rappresentanti occidentali, Obama per primo.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Ma adesso c'è il rischio di imbarazzanti;faccia a faccia;, per cui non si escludono cambi di destinazione.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Per il momento sembra che la cosa più importante per lei sia incontrarti;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;"Questo legame non si esaurisce nei rapporti""";faccia a faccia;, ma si sostanzia in strutture e istituzioni che intermediano la relazione tra i membri di una società sempre più complessa.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Le reti socio - telematiche vanno studiate come rappresentazioni sociali in cui esistono alcuni attori che, come nei rapporti;faccia a faccia;", rappresentano i loro personaggi difrontead un pubblico che li asseconda [ Goffman 1969; Picci 1997 ].";sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Rispettoai tradizionali rapporti;faccia a faccia;, quelli che avvengono tramite network sono infatti molto meno legati alla posizione sociale degli interlocutori.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;La mia esperienza personale in Africa e in India suggerisce che nelle comunità in cui ci sono rapporti;faccia a faccia;", la sorveglianza può in effetti essere più efficace; «l'occhio del vicino» è un efficace strumento di controllo.";sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;So benissimo che sulla sindrome da telefonino sono ormai state scritte decine di libri e non vi sarebbe più nulla da aggiungere ma, se riflettiamo un momento, parrebbe inspiegabile il fatto che quasi tutta l'umanità sia stata presa dalla stessa frenesia e non abbia più rapporti;faccia a faccia;, non guardi il paesaggio, non rifletta sulla vita e sulla morte, bensì parli ossessivamente, quasi sempre senza avere nulla di urgente da dire, consumando la propria vita in un dialogo tra non vedenti.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Erano rimasti;faccia a faccia;il tenente e il prigioniero, guardandosi negli occhi.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Angelica lo comprese, e la sua intraprendenza la spinse ad affrontare i terroristi;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;A differenza di Internet, che annulla le distanze reali ma allo stesso tempo rende inutili o meno importanti i contatti;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Potevi piazzarti davantia Larry e parlargli per dieci minuti,;faccia a faccia;, e l'unica reazione che avresti ottenuto sarebbe stata questa: un abbassare lo sguardo dal tuo viso alle sue scarpe e ritorno.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Lui;faccia a faccia;con la baronessa che si è presa a cuore le sorti della cinquantatreenne Nigella.Un problema lo assilla: come sarà possibile difendere l?;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Non abbiate paura di avvicinarvi a lui, di varcare la soglia della sua casa, di parlare con lui;faccia a faccia;", come ci s'intrattiene con un amico"".";sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Come se non bastasse non riesco a parlare a voce di queste cose perché a scuola appena tentavo di iniziare un discorso mi insultavano o mi ignoravano, quindi l'unico modo che ho per esprimermi è scrivendo, per cui se andassi da uno psicologo non riuscirei a spiegargli la situazione parlando con lui;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Il sottinteso è quasi didascalico: quando arrivi;faccia a faccia;con l'oggetto amato, la tua storia d'amore è in fondo già finita e quello che stai vivendo non è un fallimento, ma un compimento.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;"E'una cosa misteriosa per me; io ho bisogno degli occhi per comprendere un segno, bisogna che mi trovi";faccia a faccia;con qualcuno.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Ti ritrovi;faccia a faccia;con la tua amica, e mi sorprende vedere un tuo gesto rapido che le sistema una ciocca di capelli che le è caduta sulla fronte.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;"Meglio non fare prestiti, è più opportuno dare un'offerta""una tantum"", anche consistente, perché la persona che hai aiutato raramente restituisce e se ti trovi";faccia a faccia;"con lui, anchese tu non dici nulla, sembra che tu gli chieda:""Quando mi restituirai i soldi che ti ho prestato?";sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;«Perché perdere tempo con le telefonate quando potete incontrarvi;faccia a faccia;?;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;"Ã¢""""Se mai arriverà ad accusare i miei ragazzi";faccia a faccia;", Ã¢""""disse, Ã¢""""questo la aiuterà a sopportare il dolore.";sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Si consuma così il definitivo passo indietro rispettoal loro ruolo di reali senior afrontedel;faccia a faccia;avuto con la regina Elisabetta II lunedì scorso.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Ma ciò che è assolutamente fondamentale nel discorso platonico sta altrove: nel porre il philosopheÃ®n;faccia a faccia;, ai ferri corti, con il thaÃ»ma che continuamente assilla l Â esistenza e che sembra non trovare risposta, il massimamente Fragwürdiges per il mortale, per quell Â esserci, cioè, che si definisce proprio per la sua morte.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Girolamo Emiliani NARRATIVA Clancy mette Jack Ryan;faccia a faccia;col Dragone I fan di Tom Clancy non rimarranno delusi dal suo nuovo gigantesco romanzo, La mossa del drago.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;"Thompson aderisce all'idea della cosiddetta""democrazia deliberativa"", in cui ogni individuo sia un agente autonomo, capace di formarsi giudizi meditati attraverso l'apprendimento di informazioni e punti di vista diversi, e nella quale venga riconosciuta la crescente importanza delle forme di comunicazione e interazione ""non";faccia a faccia;" tipiche della democrazia elettronica"".";sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Mentre il signor Weasley riparava il danno ed Hagrid si scusava a voce alta con chiunque lo ascoltasse, Harry s'affrettò verso l'entrata, dove trovò Ron;faccia a faccia;con un mago dall'aspetto estremamente eccentrico.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Tutta la ricerca scientifica attuale conta su un libero ed efficiente flusso di informazioni, in tutte le forme possibili: congressi, conferenze, riviste, siti web, inviti di studiosi, seminari, cooperazioni a distanza o;faccia a faccia;, progetti comuni di ricerca, tutte queste sono considerate attività essenziali per un moderno ambiente di ricerca.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;In piedi, il pubblico,;faccia a faccia;"con gli attori, anche loro fermi in piedi, inattivi i bussolotti della questua; nascosti gli specchi; e i costumi dei vari personaggi a penzolare, rigidi.";sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Scoperto difronteal proprio nemico,;faccia a faccia;, corpo a corpo, il nostro scrittore si apprestava a scrivere un'altra pagina del suo romanzo, quello della vita.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Dopo i complimenti avuti a Roma in uno storico;faccia a faccia;con Massimo D'Alema non avrebbe problemi per la riconferma ma tutti gli pronosticano nuovi e ambiziosi traguardi in patria.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;La necessità di organizzare lo spazio telematico è sempre indisgiungibile dalla creazione di occasioni di incontro fisico,;faccia a faccia;, senza le quali la comunicazione si inaridisce e si svuota ben presto.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;In particolare, la ricerca indica che, malgrado le attuali tecnologie rendano estremamente facile e conveniente comunicare e collaborare a distanza, la possibilità dell'incontro fisico,;faccia a faccia;, tra le persone ha un ruolo di primaria importanza.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Per la segreteria di corso Regina non c'è che una strada: accordo programmatico,;faccia a faccia;su piano regolatore e privatizzazioni, e, trovata l'intesa, l'apparentamento.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Dopo, ci girammo sul fianco,;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Il Minotti trascinò Margot per un braccio, e lei gli cadde all'altro fianco,;faccia a faccia;con Giulio: «Vero, Margot?;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Credo che Bush si stia trovando;faccia a faccia;con la realtà.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;L'amore ha portato Orfeo;faccia a faccia;con la morte.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;2.0 Comunicazioni interpersonali (posta elettronica, talk) Con queste termine vengono definite quelle comunicazioni in cui una persona comunica con un'altra persona comese fosse un dialogo;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;L'ipotetico ostacolo posto dal telelavoro all'interscambio;faccia a faccia;è, perciò, soltanto un fantasma: i membri del gruppo si incontrano fisicamente quando lo desiderano, mentre si limitano a collegarsi telematicamente quando non sentono il bisogno di incontrarsi.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Così dice Mariangela D'Abbraccio:;faccia a faccia;"con il Padre dei""Sei personaggi in cerca d'autore""di Luigi Pirandello.";sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Quando Joseph Smith uscì dal bosco sacro, aveva parlato a Dio;faccia a faccia;.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;Gv 8,32): quella della vita in Gesù Cristo sotto la guida dello Spirito Santo, quaggiù e nel Regno dei cieli, nella pienezza della beatitudine della visione di Dio;faccia a faccia;(cf.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;2548 2819 2501 [ 2519 ] Ai   puri di cuore > > è promesso che vedranno Dio;faccia a faccia;e che saranno simili a lui.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;"31 Allora Giacobbe chiamò quel luogo Penuel ""Perché - disse - ho visto Dio";faccia a faccia;", eppure la mia vita è rimasta salva"".";sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;08 03 1997 Convegno alla Cgil con Trentin e Ingrao che ribatte: riduciamo l'orario Per il lavoro è una goccia nel mare Il professor Deaglio sulle misure del governo Pietro Ingrao, Bruno Trentin e Mario Deaglio;faccia a faccia;, ieri nel salone delle conferenze della Cgil, in via Pedrotti.;sg;juxtaposition/contact;modifier
;faccia a faccia;juxtaposition/contact;a;faccia;C'eravamo incontrati proprio;faccia a faccia;, era difficile far finta di non vederlo.;sg;juxtaposition/contact;modifier
